IP_Family,BOOK title,BOOK ISBN,Rank,Long Desc.
9780596000486.IP,"JavaScript: The Definitive Guide, 4E",9780596000486,11,"JavaScript is a powerful, object-based scripting language; JavaScript programs can be embedded directly in HTML web pages.  When combined with the Document Object Model (DOM) defined by a web browser, JavaScript allows you to create Dynamic HTML content and interactive client-side web applications.  JavaScript syntax is based on the popular programming languages C, C++, and Java, which makes it familiar and easy to learn for experienced programmers.  At the same time, JavaScript is an interpreted scripting language, providing a flexible, forgiving programming environment in which new programmers can learn.
<i>JavaScript: The Definitive Guide</i> provides a thorough description of the core JavaScript language and both the legacy and standard DOMs implemented in web browsers.  The book includes sophisticated examples that show you how to handle common tasks, like validating form data, working with cookies, and creating portable DHTML animations.  The book also contains detailed reference sections that cover the core JavaScript API, the legacy client-side API, and the W3C standard DOM API, documenting every JavaScript object, method, property, constructor, constant, function, and event handler in those APIs.
This fourth edition of the bestselling JavaScript book has been carefully updated to cover JavaScript 1.5 (ECMAScript version 3).  The book also provides complete coverage of the W3C DOM standard (Level 1 and Level 2), while retaining material on the legacy Level 0 DOM for backward compatibility.
<i>JavaScript: The Definitive Guide</i> is a complete programmer's guide and reference manual for JavaScript.  It is particularly useful for developers working with the latest standards-compliant web browsers, like Internet Explorer 6, Netscape 6, and Mozilla.  HTML authors can learn how to use JavaScript to build dynamic web pages. Experienced programmers can quickly find the information they need to start writing sophisticated JavaScript programs.  This book is an indispensable reference for all JavaScript programmers, regardless of experience level."
9781565925151.IP,Web Design in a Nutshell,9781565925151,12,"<i>Web Design in a Nutshell</i> contains the nitty-gritty on everything you need to
    know to design Web pages. It's the good stuff, without the fluff, written and
    organized so that answers can be found quickly. Written by veteran Web designer
    Jennifer Niederst, this book provides quick access to the wide range of front-end
    technologies and techniques from which Web designers and authors must draw. 
    <p>It is an excellent reference for HTML 4.0 tags (including tables, frames, and
    Cascading Style Sheets) with special attention given to browser support and platform
    idiosyncrasies. The HTML section is more than a reference work, though. It details
    strange behavior in tables, for instance, and gives ideas and workarounds for using
    tables and frames on your site. <i>Web Design in a Nutshell</i> also covers
    multimedia and interactivity, audio and video, and emerging technologies like Dynamic
    HTML, XML, embedded fonts, and internationalization.</p>
    <p>The book includes:</p>
    <ul>
      <li>Discussions of the Web environment, monitors, and browsers</li>
      <li>A complete reference to HTML and Server Side Includes, including browser
      support for every tag and attribute</li>
      <li>Chapters on creating GIF, JPEG and PNG graphics, including designing with the
      Web Palette</li>
      <li>Information on multimedia and interactivity, including audio, video, Flash,
      Shockwave, and JavaScript</li>
      <li>Detailed tutorial and reference on Cascading Style Sheets, including an
      appendix of browser compatibility information</li>
      <li>Appendices detailing HTML tags, attributes, deprecated tags, proprietary tags,
      and CSS compatibility</li>
    </ul>
    <br />
    <br />"
9780596004507.IP,"Mac OS X: The Missing Manual, 2E",9780596004507,13,"New York Times computer columnist David Pogue has just updated his bestselling <i>Mac OS X:The Missing Manual</i>! And once again, he applies his scrupulous objectivity to this exciting new operating system, revealing which new features work well and which do not. With new material on almost every page, this second edition offers a wealth of detail on the myriad changes in OS X 10.2.   
Apple says that 10.2 introduces 150 new features to Mac OS X, but for once it undercounted. ""Jaguar"" is a different animal entirely. It's faster, more powerful, and much more customizable -- but it still comes without a manual. 
The first edition of <i>Mac OS X: The Missing Manual</i> was the #1 bestselling computer book of 2002, selling 100,000 copies in six months. Now David Pogue brings his humor and expertise to this completely rewritten, greatly expanded edition. It covers:
<b>Getting started.</b> The early chapters demystify the Dock, the Finder toolbar, and the unfamiliar Mac OS X folder structure.
<b>New technologies.</b> Mac OS X 10.2 includes dramatic enhancements in Internet integration (Sherlock 3, iCal, iSync, .Mac, a built-in firewall, Internet sharing), networking (Rendezvous, Windows compatibility, virtual private networking), and entertainment (iTunes 3, DVD Player, Inkwell, iChat). 
<b>Basics of Unix.</b> You can sail along in Mac OS X without ever realizing that you're using Unix. But if you're tempted by the power of the command line, this book contains a gentle, intelligent introduction. 
<b>Finding familiar features.</b> This second edition includes two of the popular ""Where'd It Go?"" Appendixes: one for veteran Mac fans, and one for Windows refugees. Look up any traditional feature -- and find out precisely where Apple put it in Mac OS X 10.2.
As always, <i>Mac OS X:The Missing Manual</i> offers warm, witty writing, and bursts with the shortcuts, surprises, and design touches that make the Mac the most passionately championed computer in the world.
"
9781565922846.IP,"Learning Perl, 2E",9781565922846,14,"In this update of a bestseller, two leading Perl trainers teach you to use the most universal scripting language in the age of the World Wide Web.  With a foreword by Larry Wall, the creator of Perl, this smooth, carefully paced book is the ""official"" guide for both formal (classroom) and informal learning.  It is now current for Perl version 5.004.
<i>Learning Perl</i> is a hands-on tutorial designed to get you writing useful Perl scripts as quickly as possible.  Exercises (with complete solutions) accompany each chapter.  A lengthy new chapter in this edition introduces you to CGI programming, while touching also on the use of library modules, references, and Perl's object-oriented constructs.
Perl is a language for easily manipulating text, files, and processes. It comes standard on most UNIX platforms and is available free of charge on all other important operating systems.  Perl technical support is informally available -- often within minutes -- from a pool of experts  who monitor a USENET newsgroup <i>(comp.lang.perl.misc)</i> with tens  of thousands of readers.
Contents include:
<ul><li>A quick tutorial stroll through Perl basics</li>
<li>Systematic, topic-by-topic coverage of Perl's broad capabilities</li>
<li>Lots of brief code examples</li>
<li>Programming exercises for each topic, with fully worked-out answers</li>
<li>How to execute system commands from your Perl program</li>
<li>How to manage DBM databases using Perl</li>
<li>An introduction to CGI programming for the Web</li></ul>"
9781565922433.IP,Perl Cookbook,9781565922433,15,"The <i>Perl Cookbook</i> is a comprehensive collection of problems, solutions, and practical examples for anyone programming in Perl. Topics range from beginner questions to techniques that even the most experienced of Perl programmers will learn from. More than just a collection of tips and tricks, the <i>Perl Cookbook</i> is the long-awaited companion volume to Programming Perl, filled with previously unpublished Perl arcana.
The <i>Perl Cookbook</i> contains thousands upon thousands of examples ranging from brief one-liners to complete applications. Covered topic areas spread across nearly four hundred separate ""recipes,"" including:
<ul>
<li type=""disc"">Manipulation of strings, numbers, dates, arrays, and hashes</li>
<li type=""disc"">Reading, writing, and updating text and binary files</li>
<li type=""disc"">Pattern matching and text substitutions</li>
<li type=""disc"">Subroutines, libraries, and modules</li>
<li type=""disc"">References, data structures, objects, and classes</li>
<li type=""disc"">Signals and exceptions</li>
<li type=""disc"">Accessing text, hashes, and SQL databases</li>
<li type=""disc"">Screen addressing, menus, and graphical applications</li>
<li type=""disc"">Managing other processes</li>
<li type=""disc"">Writing secure scripts</li>
<li type=""disc"">Client-server programming</li>
<li type=""disc"">Internet applications programming with mail, news, ftp, and telnet</li>
</ul>
These recipes were rigorously reviewed by scores of the best minds inside and outside Perl, foremost of which was Larry Wall, the creator of Perl himself.
The <i>Perl Cookbook</i> is written by Tom Christiansen, Perl evangelist  and coauthor of the bestselling <i>Programming Perl</i> and <i>Learning Perl</i>;  and Nathan Torkington, Perl trainer and co-maintainer of the Perl  Frequently Asked Questions list."
9780596153298.IP,Mac OS X Snow Leopard: The Missing Manual,9780596153281,16,"For a company that promised to ""put a pause on new features,"" Apple sure has been busy-there's barely a feature left untouched in Mac OS X 10.6 ""Snow Leopard."" There's more speed, more polish, more refinement-but still no manual. Fortunately, David Pogue is back, with the humor and expertise that have made this the #1 bestselling Mac book for eight years straight. You get all the answers with jargon-free introductions to:<p>
<ul>
<li><b>Big-ticket changes.</b> A 64-bit overhaul. Faster everything. A rewritten Finder. Microsoft Exchange compatibility. All-new QuickTime Player. If Apple wrote it, this book covers it.
<li><b>Snow Leopard Spots.</b> This book demystifies the hundreds of smaller enhancements, too, in all 50 programs that come with the Mac: Safari, Mail, iChat, Preview, Time Machine. 
<li><b>Shortcuts.</b> This must be the tippiest, trickiest Mac book ever written. Undocumented surprises await on every page.
<li><b>Power usage.</b> Security, networking, build-your-own Services, file sharing with Windows, even Mac OS X's Unix chassis-this one witty, expert guide makes it all crystal clear.</ul><p>"
9781565924949.IP,Dynamic HTML: The Definitive Reference,9781565924949,17,"If you are a Web content developer these days, you have a lot of information to keep track of.  You need to stay current on the relevant Web specifications, like HTML, CSS, DOM, and ECMAScript.  You also need to know how the latest Web browsers from Netscape and Microsoft actually implement these standards, since browser implementations of the standards are less than perfect.  Right now, you're forced to keep multiple reference books open on your desk (or multiple browser windows open on your screen), just to develop a simple dynamic Web page that works properly under both Navigator and Internet Explorer.
<i>Dynamic HTML: The Definitive Reference</i> changes all that.  This book is an indispensable compendium for Web content developers.  It contains everything you need to create functional cross-platform Web applications, including:
<ul><li>A complete reference for all of the HTML tags, CSS style attributes, browser document objects, and JavaScript objects supported by the various standards and the latest versions of Navigator and Internet Explorer.  Browser compatibility is emphasized throughout; the reference pages clearly indicate browser support for every entity.</li>
<li>Handy cross-reference indexes that make it easy to find interrelated HTML tags, style attributes, and document objects.</li>
<li>An advanced introduction to creating dynamic Web content that addresses the cross-platform compromises inherent in Web page design today.</li>
</ul>
If you have some experience with basic Web page creation, but are new to the world of dynamic content, <i>Dynamic HTML: The Definitive  Reference</i> will jump-start your development efforts.  If you are an experienced Web programmer, you'll find the browser-compatibility information invaluable.  This book is the only DHTML reference that a Web developer needs.
<i>Dynamic HTML: The Definitive Reference</i> is designed to work in conjunction with <i>HTML: The Definitive Guide</i> and <i>JavaScript: The Definitive Guide</i>. <i>HTML: The Definitive Guide</i> teaches you about every element of HTML in detail, with explanations of how each element works and how it interacts with other elements, as well as numerous examples. <i>JavaScript: The Definitive Guide</i> provides a thorough description of the JavaScript language, complete with sophisticated examples that show you how to handle common Web application tasks. Together, these three books provide a complete library for Web content developers."
9780596006150.IP,"Mac OS X: The Missing Manual, Panther Edition",9780596006150,18,"Apple says that Mac OS X 10.3 introduces 150 new features--but that's not really true.  In fact, ""Panther"" includes many more than that.  It's faster, more polished, and much more efficient.  But it still comes without a manual.
With 300,000 copies in print, the first two versions of this book became industry bestsellers.  Now David Pogue brings his humor and expertise to this completely rewritten, greatly expanded edition.  It covers:<ul>
<li><b>Getting started</b>.  The early chapters demystify the Dock, windows, and the unfamiliar Mac OS X folder structure--an ideal introduction.</li>
<li><b>New technologies</b>.  Mac OS X 10.3 brings breakthroughs in window management (Expose, the Sidebar); security (File Vault, Secure Empty Trash); and productivity (faxing, Fast User Switching).</li>
<li><b>Bonus software</b>.  Panther comes with over 50 free programs--and this book gives you expertise in all of them.  This beefed-up edition includes all-new mini-manuals on iMovie, iDVD, iPhoto, iChat AV, and Safari.</li>
<li><b>Basics of Unix</b>. You can completely ignore Panther's Unix core.  But if the command line intrigues you, this book offers a gentle introduction.</li>
<li><b>Finding familiar features</b>.  Two ""Where'd It Go?"" Dictionaries make it easy for Mac OS 9 and Windows refugees to look up a traditional feature--and find out where it went in Mac OS X 10.3.</li></ul>
As always, <i>Mac OS X: The Missing Manual</i> offers warm, witty writing, and bursts with the shortcuts, surprises, and design touches that make the Mac the most passionately championed computer in the world. "
9780596101992.IP,"JavaScript: The Definitive Guide, 5E",9780596101992,19,"<p>This Fifth Edition is completely revised and expanded to cover JavaScript as it is used in today's Web 2.0 applications. This book is both an example-driven programmer's guide and a keep-on-your-desk reference, with new chapters that explain everything you need to know to get the most out of JavaScript, including:</p><br />
<br />
<ul>
<li>Scripted HTTP and Ajax</li>
<li>XML processing</li>
<li>Client-side graphics using the canvas tag</li>
<li>Namespaces in JavaScript--essential when writing complex programs</li>
<li>Classes, closures, persistence, Flash, and JavaScript embedded in Java applications</li>
</ul><br />
<br />
<p>Part I explains the core JavaScript language in detail. If you are new to JavaScript, it will teach you the language. If you are already a JavaScript programmer, Part I will sharpen your skills and deepen your understanding of the language.
</p><br />
<br />
<p>Part II explains the scripting environment provided by web browsers, with a focus on DOM scripting with unobtrusive JavaScript. The broad and deep coverage of client-side JavaScript is illustrated with many sophisticated examples that demonstrate how to:</p><br />
<br />
<ul>
<li>Generate a table of contents for an HTML document</li>
<li>Display DHTML animations</li>
<li>Automate form validation</li>
<li>Draw dynamic pie charts</li>
<li>Make HTML elements draggable</li>
<li>Define keyboard shortcuts for web applications</li>
<li>Create Ajax-enabled tool tips</li>
<li>Use XPath and XSLT on XML documents loaded with Ajax</li>
<li>And much more</li>
</ul><br />
<br />
<p>Part III is a complete reference for core JavaScript. It documents every class, object, constructor, method, function, property, and constant defined by JavaScript 1.5 and ECMAScript Version 3.</p><br />
<br />
<p>Part IV is a reference for client-side JavaScript, covering legacy web browser APIs, the standard Level 2 DOM API, and emerging standards such as the XMLHttpRequest object and the canvas tag.</p><br />
<br />
<p>More than 300,000 JavaScript programmers around the world have made 
this their indispensable reference book for building JavaScript applications.</p><br />
<br />
<p><i>""A must-have reference for expert JavaScript programmers...well-organized and detailed.""</i>
<br />
-- Brendan Eich, creator of JavaScript</p>"
9780596001322.IP,"Learning Perl, 3E",9780596001322,20,"If you ask Perl programmers today what book they relied on most when they were learning Perl, you'll find that an overwhelming majority will name <i>Learning Perl</i>--also known affectionately as ""the Llama."" The first edition of <i>Learning Perl</i> appeared in 1993 and has been a bestseller ever since. Written by two of the most prominent and active members of the Perl community, this book is the quintessential tutorial for the Perl programming language.
Perl began as a tool for Unix system administrators, used for countless small tasks throughout the workday. It has since blossomed into a  full-featured programming language on practically every computing platform, and is used for web programming, database manipulation, XML processing, and (of course) system administration--all this while still remaining the perfect tool for the small daily tasks it was designed for. Perl is quick, fun, and eminently useful. Many people start using Perl because they need it, but they continue to use Perl because they love it.
The third edition of <i>Learning Perl </i>has not only been updated for Perl 5.6, but has also been rewritten from the ground up to reflect the needs of programmers learning Perl today. Informed by their years of success  at teaching Perl as consultants, the authors have re-engineered the book to better match the pace and scope appropriate for readers trying to get started with Perl, while retaining the detailed discussion, thorough examples, and eclectic wit for which the book is famous.
This edition of the Llama includes an expanded and more gently-paced introduction to regular expressions, new exercises and solutions designed so readers can practice what they've learned while it's still fresh in their minds, and an overall reworking to bring <i>Learning Perl</i> into the new millennium.
Perl is a language for getting your job done. Other books may teach you to program in Perl, but this book will turn you into a Perl programmer."
9781565921498.IP,"Programming Perl, 2E",9781565921498,21,"<i>Programming Perl, 2nd Edition</i> is the authoritative guide to Perl  version 5, the scripting utility that has established itself as the  programming tool of choice for the World Wide Web, UNIX system  administration, and a vast range of other applications.  Version 5 of  Perl includes object-oriented programming facilities.  The book is  coauthored by Larry Wall, the creator of Perl.
Perl is a language for easily manipulating text, files, and processes. It provides a more concise and readable way to do many jobs that were  formerly accomplished (with difficulty) by programming with C or one of the shells.  Perl is likely to be available wherever you choose to work. And if it isn't, you can get it and install it easily and free of charge.
This heavily revised second edition of <i>Programming Perl</i> contains a  full explanation of the features in Perl version 5.003.  Contents include:
<ul><li>An introduction to Perl</li>
<li>Explanations of the language and its syntax</li>
<li>Perl functions</li>
<li>Perl library modules</li>
<li>The use of references in Perl</li>
<li>How to use Perl's object-oriented features</li>
<li>Invocation options for Perl itself, and also for the utilities that come with Perl</li>
<li>Other oddments:  debugging, common mistakes, efficiency, programming style, distribution and installation of Perl, Perl poetry, and so on.</li></ul>"
9781565924925.IP,"HTML: The Definitive Guide, 3E",9781565924925,22,"HTML is changing so fast it's almost impossible to keep up with  developments. How do you know what's real, and how do you use it?  The third edition of <i>HTML: The Definitive Guide</i> brings it all together  for you. It is the most comprehensive book available on HTML today.  It covers Netscape Navigator 4.5, Internet Explorer 4.0, HTML,  JavaScript, Style sheets, Layers, and all of the features supported  by the popular Web browsers.   Learning HTML is like learning any new language, computer or human. Most students first immerse themselves in examples. Studying others is a natural way to learn, making learning easy and fun.  Imitation can take you only so far, though. It's as easy to learn bad habits through imitation as it is to acquire good ones. The better way to become HTML-fluent is through a comprehensive reference that covers the language syntax, semantics, and variations in detail and that helps you distinguish between good and bad usage.
<i>HTML: The Definitive Guide, 3rd Edition</i> helps you both ways: the authors  cover every element of HTML in detail, explaining how each element  works and how it interacts with other elements. Many hints about  HTML style help you write documents ranging from simple online  documentation to complex marketing and sales presentations. With  hundreds of examples, the book gives you models for writing your  own effective Web pages and for mastering advanced features, like style  sheets and frames.
<i>HTML: The Definitive Guide, 3rd Edition</i> shows you how to:
<ul><li>Use style sheets and layers to control a document's appearance</li>
<li>Create tables, from simple to complex</li>
<li>Use frames to coordinate sets of documents</li>
<li>Design and build interactive forms and dynamic documents</li>
<li>Insert images, sound files, video, Java applets, and JavaScript programs</li>
<li>Create documents that look good on a variety of browsers</li>
</ul>
A handy quick reference card listing HTML tags is included."
